"","user_id","col_name","col_state","major","col_cbsa","hs_name","hs_state","hs_fips","hs_cbsa","hs_shock","col_start","col_end","hs_end","birth","CONTROL","C21UGPRF","CARNEGIE","HBCU","TRIBAL","LANDGRNT","CBSATYPE","col_shock","barrons","cbsa_code","cbsa_n_state","same_cbsa","same_state","in_state_col","yr_return_cbsa","yr_return_state","col_hs_diff_cbsa"
"2071",842176488,"St Lawrence University","NY","empty","36999","Waterville Senior High School","ME","36","23999",-0.00782658334968913,2003,2004,2003,1985,2,14,31,2,2,2,2,0.00218708664529092,3,"40900","CA",0,0,0,NA,NA,1
"2072",842352821,"University of California Irvine","CA","empty","31080","Edward C. Reed High School","NV","06","39900",0.00796162044539023,1998,2004,1998,1980,1,15,15,2,2,1,1,0.00285233577423364,2,"39900","NV",1,1,0,2005,2005,1
"2073",842791435,"Mississippi State University","MS","Business","28999","Yazoo City High School","MS","28","27140",-0.0170286417349594,2000,2004,2000,1982,1,13,15,2,2,1,2,-0.0122535509603496,4,"27140","MS",1,1,1,2005,2005,1
"2074",842886017,"Framingham State University","MA","empty","14460","Pinkerton Academy","NH","25","14460",-0.0152443376714337,2000,2004,1999,1981,1,11,21,2,2,2,1,-0.0152443376714337,4,"14460","NH",1,1,0,2008,2008,0
"2075",842900974,"Rensselaer Polytechnic Institute","NY","Engineering","10580","Manchester West High School","NH","36","31700",-0.00337071984890225,2000,2004,2000,1982,2,14,15,2,2,2,1,0.0024736270809139,1,"31700","NH",1,1,0,2013,2013,1
"2076",844236616,"Ramapo College of New Jersey","NJ","empty","35620","perth amboy high school","NJ","34","35620",-0.00218658227468077,2000,2004,2000,1982,1,13,32,2,2,2,1,-0.00218658227468077,2,"47260","VA",0,0,1,NA,NA,0
"2077",844386174,"Iowa State University","IA","Engineering","11180","Spencer High School","IA","19","19999",-0.0134734593778306,1999,2004,1999,1981,1,13,15,2,2,1,1,-0.00968309432569105,3,"28140","KS",0,0,1,NA,NA,1
"2078",844534575,"Thomas College","ME","Business","23999","Tolland High School","CT","23",NA,NA,2000,2004,2000,1982,2,10,55,2,2,2,2,-0.00782658334968913,5,"23999","ME",NA,0,0,NA,NA,NA
"2079",844770232,"University of Delaware","DE","Nursing","37980","Howard HIgh School","GA","10","31420",-0.0212613019603921,2000,2004,2000,1982,1,14,15,2,2,1,1,-0.00257079858995596,3,"37980","NJ",0,0,0,NA,NA,1
"2080",845163169,"Missouri Southern State University","MO","Business","27900","Labette County High School","KS","29","20999",-0.00961186561217561,2002,2004,1999,1981,1,7,32,2,2,2,1,-0.0096160972405161,5,"28140","MO",0,0,0,NA,NA,1
"2081",845648767,"Keene State College","NH","Economics","33999","Spaulding High School","NH","33","14460",-0.0152443376714337,2000,2004,2000,1982,1,10,22,2,2,2,2,-0.00154728422965248,4,"14460","NH",1,1,1,2005,2005,1
"2082",845853796,"University of South Alabama","AL","Business","33660","Gulfport High School","MS","01","25060",-0.00803237405237109,1999,2004,1999,1981,1,13,16,2,2,2,1,-0.0230904562913396,5,"25060","MS",1,1,0,2006,2006,1
"2083",846660259,"University of Missouri Kansas City","MO","empty","28140","Notre Dame de Sion School","MO","29","28140",-0.00708524030618054,2001,2004,2000,1982,1,13,16,2,2,2,1,-0.00708524030618054,3,"17860","MO",1,1,1,NA,2006,0
"2084",846830808,"Southern New Hampshire University","NH","Information Technology","33999","Spaulding High School","NH","33","14460",-0.0152443376714337,2000,2004,2000,1982,2,5,55,2,2,2,2,-0.00154728422965248,4,"14460","NH",1,1,1,2006,2006,1
"2085",846831340,"University of Southern Mississippi","MS","Business","25620","Northeast Jones High School","MS","28","28999",-0.0122535509603496,2002,2004,2000,1982,1,11,15,2,2,2,1,0.0158673850642678,4,"28999","MS",1,1,1,2005,2005,1
"2086",847049852,"Ohio University","OH","empty","39999","Vinton County High School","OH","39","39999",-0.00243090102426664,2000,2004,2000,1982,1,8,15,2,2,2,2,-0.00243090102426664,4,"29820","NV",0,0,1,NA,NA,0
"2087",847432329,"Southern New Hampshire University","NH","empty","33999","Spaulding High School","NH","33","14460",-0.0152443376714337,2000,2004,2000,1982,2,5,55,2,2,2,2,-0.00154728422965248,4,"31700","NH",0,1,1,NA,2005,1
"2088",1974920,"Mississippi State University","MS","Business","28999","tupelo high school","MS","28","28999",0.00182024453485902,2001,2005,1998,1980,1,13,15,2,2,1,2,0.00182024453485902,4,"28999","MS",1,1,1,2006,2006,0
"2089",2076176,"Franklin Pierce University","NH","empty","33999","Keene High School","NH","33","33999",-0.00571618026240611,2004,2005,1998,1980,2,10,31,2,2,2,2,-0.00571618026240611,4,"33999","NH",1,1,1,2006,2006,0
"2090",2486523,"University of Mississippi","MS","empty","28999","Jackson Academy","KY","28","14540",0.0154607144665066,2003,2005,2003,1985,1,13,15,2,2,2,2,0.00182024453485902,4,"19740","CO",0,0,0,NA,NA,1
"2091",2897122,"Brown University","RI","Mathematics","39300","Cottonwood High School","AL","44","20020",0.0128546171364179,2002,2005,2002,1984,2,14,15,2,2,2,1,0.0132816237240014,1,"39300","RI",0,0,0,NA,NA,1
"2092",2999364,"Southern Utah University","UT","empty","49999","Brighton High School","TN","49","32820",-0.0236045949355199,2000,2005,2000,1982,1,12,22,2,2,2,2,0.0256781055415813,4,"29820","NV",0,0,0,NA,NA,1
"2093",5001318,"Northwestern University","IL","Engineering","16980","John Dewey High School","NY","17","35620",-0.00764339347940724,2001,2005,2001,1983,2,14,15,2,2,2,1,-0.0119929924626264,1,"37980","DE",0,0,0,NA,NA,1
"2094",6332508,"University of Southern Mississippi","MS","empty","25620","Our Lady Academy","MS","28","25060",-0.00552646374196693,2003,2005,2001,1983,1,11,15,2,2,2,1,0.00775379458894308,4,"25620","MS",0,1,1,NA,2006,1
"2095",7180405,"Lafayette College","PA","Law","10900","Crestwood High School","IA","42","19999",-0.00490317177046216,2001,2005,2001,1983,2,14,31,2,2,2,1,-0.00290677724038932,1,"37980","MD",0,0,0,NA,NA,1
"2096",8390365,"Plymouth State University","NH","Economics","33999","West Lyon High School","IA","33","19999",-0.00490317177046216,2003,2005,2003,1985,1,10,21,2,2,2,2,-0.00571618026240611,5,"43620","SD",0,0,0,NA,NA,1
"2097",8708934,"North Dakota State University","ND","empty","22020","Sargent Central High School","ND","38","38999",-0.00222701310302633,2005,2005,2005,1987,1,12,16,2,2,1,1,0.0117163508840948,4,"38999","ND",1,1,1,2011,2011,1
"2098",8912010,"Mississippi State University","MS","empty","28999","Murrah high school","MS","28","27140",0.00579484260284683,2002,2005,2002,1984,1,13,15,2,2,1,2,0.00182024453485902,4,"28999","MS",0,1,1,NA,2006,1
"2099",9415263,"University of San Diego","CA","Business","41740","Durango High School","CO","06","08999",-0.00928208900029218,2001,2005,2001,1983,2,13,16,2,2,2,1,0.0184550936161164,2,"29820","NV",0,0,0,NA,NA,1
"2100",10785029,"University of California Irvine","CA","empty","31080","Reno High School","NV","06","39900",0.00841891870447371,2000,2005,1998,1980,1,15,15,2,2,1,1,0.00286450896043495,2,"19100","TX",0,0,0,NA,NA,1
"2101",11349455,"American InterContinental University","AZ","Business","38060","Brandon High School","MS","04","27140",0.00579484260284683,2003,2005,2000,1982,3,11,-2,2,2,2,1,0.0096772813934472,5,"27140","MS",1,1,0,2006,2006,1
"2102",12175878,"California State University Fresno","CA","empty","23420","Hoover High School","AL","06","13820",-0.00265750085599601,2000,2005,1999,1981,1,11,21,2,2,2,1,0.0148352282328938,5,"48620","KS",0,0,0,NA,NA,1
"2103",14291365,"University of San Diego","CA","empty","41740","Bishop Gorman High School","NV","06","29820",0.0329693081187293,2003,2005,2003,1985,2,13,16,2,2,2,1,0.0184550936161164,2,"17900","SC",0,0,0,NA,NA,1
"2104",15848038,"Boston College","MA","empty","14460","Lawrence Academy","MA","25","14460",-0.0192747194491546,2001,2005,2001,1983,2,14,15,2,2,2,1,-0.0192747194491546,1,"31700","NH",0,0,1,NA,NA,0
"2105",16527860,"DePaul University","IL","Finance","16980","Marian Catholic High School","IL","17","16980",-0.0119929924626264,2001,2005,2001,1983,2,13,16,2,2,2,1,-0.0119929924626264,3,"28140","KS",0,0,1,NA,NA,0
"2106",17571857,"Keene State College","NH","empty","33999","Raymond High School","NH","33","14460",-0.0192747194491546,2002,2005,2001,1983,1,10,22,2,2,2,2,-0.00571618026240611,4,"14460","NH",1,1,1,2008,2008,1
"2107",17708472,"University of Maine Farmington","ME","Engineering","23999","Morse High School","ME","23","38860",0.00872656737461524,2001,2005,2001,1983,1,10,32,2,2,2,-2,-0.0175186629271848,4,"38860","ME",1,1,1,2006,2006,1
"2108",17937461,"Minnesota State University Mankato","MN","Business","31860","Palmer High School","CO","27","17820",-0.0208692622092754,2004,2005,2004,1986,1,11,21,2,2,2,1,0.0205951607997098,5,"17820","CO",1,1,0,NA,2007,1
"2109",19628976,"Yale University","CT","Economics","35300","Reno High School","NV","09","39900",0.00841891870447371,2001,2005,2001,1983,2,14,15,2,2,2,1,-0.000295253635400598,1,"39900","NV",1,1,0,2007,2007,1
"2110",19960671,"Middlebury College","VT","Economics","50999","Peddie School","NJ","50","45940",0.00690393169391315,2001,2005,2001,1983,2,14,31,2,2,2,-2,-0.00188277377966172,1,"33999","NH",0,0,0,NA,NA,1
"2111",20368242,"Academy of Art University","CA","empty","41860","Farmington High School","MI","06","19820",-0.0069105944881847,2003,2005,2000,1982,3,5,56,2,2,2,1,-0.0257253386922319,999,"31080","CA",0,0,0,NA,NA,1
"2112",20543357,"Truckee Meadows Community College","NV","Business","39900","Seaside high school","OR","32","41999",0.00483516219497657,2004,2005,2003,1985,1,5,40,2,2,2,1,0.00841891870447371,999,"38060","AZ",0,0,0,NA,NA,1
"2113",20614628,"Providence College","RI","Business","39300","Burlington High School","WY","44","56999",0.00447938180827262,2000,2005,2000,1982,2,14,21,2,2,2,1,0.0132816237240014,2,"39300","RI",0,0,0,NA,NA,1
"2114",21311060,"Kansas Wesleyan University","KS","Business","20999","Sacred Heart High School","LA","20","22999",0.0148905013242476,2001,2005,2001,1983,2,13,32,2,2,2,2,-0.00358110996377831,4,"48620","KS",0,0,0,NA,NA,1
"2115",21815817,"Mississippi State University","MS","Marketing","28999","Clinton High School","MS","28","27140",0.00579484260284683,2001,2005,2001,1983,1,13,15,2,2,1,2,0.00182024453485902,4,"27140","MS",1,1,1,2006,2006,1
"2116",23109730,"Brescia University","KY","Business","36980","Henderson County High School","KY","21","21780",0.00542082937867735,2001,2005,2001,1983,2,11,32,2,2,2,1,-0.0153186972785723,5,"21999","KY",0,1,1,NA,2008,1
"2117",23326335,"University of Memphis","TN","empty","32820","COVINGTON HIGH SCHOOL","TN","47","32820",-0.0236045949355199,2004,2005,2001,1983,1,7,15,2,2,2,1,-0.0236045949355199,4,"32820","MS",1,0,1,NA,NA,0
"2118",23600569,"University of Delaware","DE","empty","37980","Ursuline Academy","MA","10","14460",-0.0192747194491546,2001,2005,2001,1983,1,14,15,2,2,1,1,-0.0031825669543902,3,"37980","DE",0,0,0,NA,NA,1
"2119",24051021,"University of Mississippi","MS","empty","28999","Tupelo High School","MS","28","28999",0.00182024453485902,2003,2005,2002,1984,1,13,15,2,2,2,2,0.00182024453485902,4,"28999","MS",1,1,1,2007,2007,0
"2120",24982289,"United States Military Academy","NY","empty","39100","Lick-Wilmerding High School","CA","36","41860",-0.0257253386922319,2001,2005,2001,1983,1,14,59,2,2,2,1,0.0104104325843416,1,"46520","HI",0,0,0,NA,NA,1
"2121",26756501,"George Washington University","DC","empty","47900","South Portland High School","ME","11","38860",0.00872656737461524,2001,2005,2001,1983,2,15,15,2,2,2,1,0.0721873306884748,1,"23999","ME",0,1,0,NA,2007,1
"2122",27391265,"Bowling Green State University","OH","empty","45780","Greely High School","ME","39","38860",0.00872656737461524,2003,2005,2003,1985,1,12,16,2,2,2,1,-0.00728419649717148,4,"38900","WA",0,0,0,NA,NA,1
"2123",27510799,"Wichita State University","KS","empty","48620","Iowa City High School","IA","20","26980",-0.00208947106977521,2003,2005,2003,1985,1,9,16,2,2,2,1,0.00259761956072408,4,"17140","KY",0,0,0,NA,NA,1
"2124",27520783,"Mississippi State University","MS","Education","28999","Madison Central High School","MS","28","27140",0.00579484260284683,2002,2005,1999,1981,1,13,15,2,2,1,2,0.00182024453485902,4,"27140","MS",1,1,1,2007,2007,1
"2125",28415063,"Bentley University","MA","Engineering","14460","Longmeadow High",NA,"25",NA,NA,2001,2005,2001,1983,2,14,21,2,2,2,1,-0.0192747194491546,2,"31700","NH",NA,NA,NA,NA,NA,NA
"2126",28982719,"University of Memphis","TN","Business","32820","Germantown High School","MS","47","27140",0.00579484260284683,2003,2005,2003,1985,1,7,15,2,2,2,1,-0.0236045949355199,4,"32820","AR",0,0,0,NA,NA,1
"2127",29123759,"Aurora University","IL","empty","16980","wilmington high school","IL","17","16980",-0.0119929924626264,2002,2005,2002,1984,2,11,21,2,2,2,1,-0.0119929924626264,4,"31700","NH",0,0,1,NA,NA,0
"2128",29240241,"Husson University","ME","Business","12620","Hampden Academy","ME","23","12620",-0.0240822774841815,2002,2005,2001,1983,2,10,22,2,2,2,1,-0.0240822774841815,5,"12620","ME",1,1,1,2006,2006,0
"2129",30021150,"Hampshire College","MA","empty","44140","Kimberton Waldorf School","PA","25","37980",-0.0031825669543902,2002,2005,2000,1982,2,13,31,2,2,2,1,-0.0147216148837829,2,"23999","ME",0,0,0,NA,NA,1
"2130",30695527,"Christian Brothers University","TN","empty","32820","Harding Academy of Memphis","TN","47","32820",-0.0236045949355199,2001,2005,2001,1983,2,13,22,2,2,2,1,-0.0236045949355199,3,"32820","TN",1,1,1,2008,2008,0
"2131",31413185,"Middle Tennessee State University","TN","empty","34980","Riverside High School","MS","47","28999",0.00182024453485902,2005,2005,2005,1987,1,13,16,2,2,2,1,0.00387345694562579,3,"33860","AL",0,0,0,NA,NA,1
"2132",31519260,"Gallaudet University","DC","empty","47900","Madison High School","MI","11","26999",-0.00563590925924435,2003,2005,2003,1985,2,11,21,2,2,2,1,0.0721873306884748,9,"28140","KS",0,0,0,NA,NA,1
"2133",31831305,"Colby College","ME","empty","23999","Horace Greeley High School","NY","23","35620",-0.00764339347940724,2001,2005,2001,1983,2,14,31,2,2,2,2,-0.0175186629271848,1,"23999","ME",0,0,0,NA,NA,1
"2134",33674115,"Western Illinois University","IL","Business","17999","Triad High School","IL","17","41180",0.000475117908885902,2001,2005,2001,1983,1,11,21,2,2,2,2,-0.00853155598973746,4,"28140","KS",0,0,1,NA,NA,1
"2135",33831258,"University of Nebraska Lincoln","NE","empty","30700","Millard West High School","NE","31","36540",0.00730983978669184,2001,2005,2001,1983,1,12,15,2,2,1,1,0.00704321966897172,4,"36540","NE",1,1,1,2006,2006,1
"2136",34395074,"Plymouth State University","NH","empty","33999","Inter-Lakes High School","NH","33","33999",-0.00571618026240611,2002,2005,2002,1984,1,10,21,2,2,2,2,-0.00571618026240611,5,"33999","NH",1,1,1,2006,2006,0
"2137",34683032,"Centenary College of Louisiana","LA","empty","43340","Southwood High School","LA","22","43340",-0.00184913152572307,2005,2005,2005,1987,2,12,21,2,2,2,1,-0.00184913152572307,3,"43340","LA",1,1,1,2007,2007,0
"2138",34686072,"Jackson State University","MS","Engineering","27140","Jim Hill High School","MS","28","27140",0.00579484260284683,2004,2005,2002,1984,1,11,16,1,2,2,1,0.00579484260284683,4,"15940","OH",0,0,1,NA,NA,0
"2139",35155401,"Plymouth State University","NH","Finance","33999","Goffstown High School","NH","33","31700",-0.00910525994501767,2001,2005,2001,1983,1,10,21,2,2,2,2,-0.00571618026240611,5,"14460","MA",0,0,1,NA,NA,1
"2140",35701755,"University of North Carolina Chapel Hill","NC","Education","20500","The Bryn Mawr School","MD","37","12580",0.00243928873359775,2004,2005,1999,1981,1,14,15,2,2,2,1,-0.00399907247216216,1,"20500","NC",0,0,0,NA,NA,1
"2141",35910971,"University of North Georgia","GA","Marketing","13999","Starkville High School","MS","13","28999",0.00182024453485902,2002,2005,2002,1984,1,6,-2,2,2,2,-2,0.00920566717181745,4,"46520","HI",0,0,0,NA,NA,1
"2142",37114578,"Salisbury University","MD","empty","41540","Northern High School","MI","24","24340",-0.00479976929607844,2002,2005,2001,1983,1,13,21,2,2,2,1,0.0186939124250465,3,"24999","MD",0,0,0,NA,NA,1
"2143",37211086,"Bates College","ME","empty","30340","South Portland High School","ME","23","38860",0.00872656737461524,2001,2005,2001,1983,2,14,31,2,2,2,1,-0.00738474592959231,1,"47900","MD",0,0,1,NA,NA,1
"2144",37520281,"Kansas State University","KS","Chemistry","31740","Ell-Saline Middle/High School","KS","20","20999",-0.00358110996377831,2001,2005,2003,1985,1,11,15,2,2,1,1,-0.00939893670490013,5,"41740","CA",0,0,1,NA,NA,1
"2145",37996647,"University of Mississippi","MS","empty","28999","Southaven High School","MS","28","32820",-0.0236045949355199,2001,2005,1999,1981,1,13,15,2,2,2,2,0.00182024453485902,4,"27140","MS",0,1,1,NA,2014,1
"2146",38310199,"University of Maine Augusta","ME","empty","23999","Medomak Valley High School","ME","23","23999",-0.0175186629271848,2004,2005,2003,1985,1,5,33,2,2,2,2,-0.0175186629271848,4,"47900","MD",0,0,1,NA,NA,0
"2147",38713795,"University of Southern Mississippi","MS","Engineering","25620","Natchez High School","MS","28","28999",0.00182024453485902,2005,2005,2002,1984,1,11,15,2,2,2,1,0.00775379458894308,4,"28999","MS",1,1,1,2006,2006,1
"2148",38809678,"Mississippi University for Women","MS","empty","28999","Starkville High School","MS","28","28999",0.00182024453485902,2000,2005,2000,1982,1,11,22,2,2,2,2,0.00182024453485902,5,"27140","MS",0,1,1,NA,2008,0
"2149",40364165,"Oakland University","MI","Engineering","19820","Utica High School","MI","26","19820",-0.0069105944881847,2001,2005,2000,1982,1,13,16,2,2,2,1,-0.0069105944881847,4,"31740","KS",0,0,1,NA,NA,0
"2150",40403054,"Kenyon College","OH","empty","39999","Blair Academy","NJ","39","10900",-0.00290677724038932,2001,2005,2001,1983,2,14,31,2,2,2,2,-0.000180729645418228,1,"14460","MA",0,0,0,NA,NA,1
"2151",40913158,"University of Alabama in Huntsville","AL","Engineering","26620","Spain park high school","AL","01","13820",-0.00265750085599601,2005,2005,2005,1987,1,15,16,2,2,2,1,0.0109064103908534,4,"41180","IL",0,0,1,NA,NA,1
"2152",41001990,"Eastern Michigan University","MI","Engineering","11460","Lakeland High School","MI","26","19820",-0.0069105944881847,2002,2005,2001,1983,1,7,21,2,2,2,1,-0.00167086851235042,4,"23999","ME",0,0,1,NA,NA,1
"2153",41951555,"Princeton University","NJ","Engineering","45940","Detroit Country Day School","MI","34","19820",-0.0069105944881847,2001,2005,2001,1983,2,14,15,2,2,2,1,0.00690393169391315,1,"12060","GA",0,0,0,NA,NA,1
"2154",42336865,"University of Maine Presque Isle","ME","empty","23999","Edward Little High School","ME","23","30340",-0.00738474592959231,2005,2005,2005,1987,1,7,31,2,2,2,-2,-0.0175186629271848,5,"30340","ME",1,1,1,2006,2006,1
"2155",42480902,"Springfield College","MA","empty","44140","Milford High School","NH","25","31700",-0.00910525994501767,2003,2005,2003,1985,2,14,21,2,2,2,1,-0.0147216148837829,4,"14460","MA",0,0,0,NA,NA,1
"2156",42676720,"Mississippi College","MS","empty","27140","Hillcrest Christian Academy","PA","28","38300",-0.00475885211156452,2003,2005,2001,1983,2,13,21,2,2,2,1,0.00579484260284683,4,"27140","MS",0,0,0,NA,NA,1
"2157",44620394,"Newman University","KS","Business","48620","Southeast High","MO","20","28140",-0.0051608053610474,2003,2005,2003,1985,2,11,22,2,2,2,1,0.00259761956072408,4,"48620","KS",0,0,0,NA,NA,1
"2158",44782961,"Laramie County Community College","WY","empty","16940","East High School","WY","56","16940",0.0116574012065404,2005,2005,2005,1987,1,1,40,2,2,2,1,0.0116574012065404,999,"16940","WY",1,1,1,2011,2011,0
"2159",46123300,"Aquinas College","MI","Business","24340","Leslie High School","MI","26","29620",0.00195715098302417,2001,2005,2001,1983,2,12,22,2,2,2,1,-0.00479976929607844,4,"27140","MS",0,0,1,NA,NA,1
"2160",47668394,"Baker University","KS","empty","29940","Alpha Omega Academy","TX","20","48999",0.00350609228823456,2004,2005,2004,1986,2,11,21,2,2,2,1,-0.0109620655530232,4,"28140","MO",0,0,0,NA,NA,1
"2161",48544756,"University of Colorado Colorado Springs","CO","empty","17820","Rampart High School","CO","08","17820",-0.0208692622092754,2002,2005,1999,1981,1,7,21,2,2,2,1,-0.0208692622092754,4,"31700","NH",0,0,1,NA,NA,0
"2162",48886923,"Ithaca College","NY","empty","27060","Winnacunnet High School","NH","36","14460",-0.0192747194491546,2001,2005,2001,1983,2,12,21,2,2,2,1,0.012681257242299,3,"14460","NH",1,1,0,2008,2008,1
"2163",49608996,"Central College","IA","Chemistry","19999","Holdrege High School","NE","19","31999",-0.00244270104805644,2001,2005,2001,1983,2,10,32,2,2,2,2,-0.00490317177046216,3,"14460","NH",0,0,0,NA,NA,1
"2164",49981548,"University of Southern Indiana","IN","empty","21780","William Henry Harrison High School","IN","18","21780",0.00542082937867735,2005,2005,2005,1987,1,11,21,2,2,2,1,0.00542082937867735,5,"31080","CA",0,0,1,NA,NA,0
"2165",51025004,"University of Nebraska Lincoln","NE","empty","30700","O'Gorman High School","SD","31","43620",0.0123083110992619,2001,2005,2001,1983,1,12,15,2,2,1,1,0.00704321966897172,4,"43620","SD",1,1,0,2008,2008,1
"2166",51340496,"Kansas State University","KS","Business","31740","Northwest High School","OH","20","17140",-0.00973185346700496,2001,2005,2001,1983,1,11,15,2,2,1,1,-0.00939893670490013,5,"48620","KS",0,0,0,NA,NA,1
"2167",52608770,"Kansas State University","KS","empty","31740","Dodge City High School","KS","20","20999",-0.00358110996377831,2005,2005,2005,1987,1,11,15,2,2,1,1,-0.00939893670490013,5,"28140","KS",0,1,1,NA,2007,1
"2168",53491292,"Central State University","OH","Business","19430","MIDDLETOWN HIGH SCHOOL","OH","39","17140",-0.00973185346700496,2003,2005,2003,1985,1,5,32,1,2,1,1,-0.0185643371961699,4,"29820","NV",0,0,1,NA,NA,1
"2169",53731524,"University of Southern Mississippi","MS","empty","25620","Centreville Academy","MS","28","28999",0.00182024453485902,2002,2005,2002,1984,1,11,15,2,2,2,1,0.00775379458894308,4,"25620","MS",0,1,1,NA,2009,1
"2170",54304757,"Mississippi State University","MS","empty","28999","Tupelo High School","MS","28","28999",0.00182024453485902,2001,2005,2001,1983,1,13,15,2,2,1,2,0.00182024453485902,4,"28999","MS",1,1,1,2006,2006,0
"2171",54987249,"La Salle University","PA","empty","37980","Holy Ghost Prep","PA","42","37980",-0.0031825669543902,2001,2005,2001,1983,2,13,21,2,2,2,1,-0.0031825669543902,4,"37980","PA",1,1,1,2013,2013,0
"2172",55605557,"Kansas State University","KS","empty","31740","Clearwater High School","FL","20","45300",-0.0178696017444241,2001,2005,2001,1983,1,11,15,2,2,1,1,-0.00939893670490013,5,"48620","KS",0,0,0,NA,NA,1
"2173",56379428,"Southern New Hampshire University","NH","Information Technology","33999","Manchester School of Technology (High School)","NH","33","31700",-0.00910525994501767,2002,2005,2001,1983,2,5,55,2,2,2,2,-0.00571618026240611,4,"31700","NH",1,1,1,2010,2010,1
"2174",56430356,"Valencia College","FL","empty","36740","Port Charlotte high school","FL","12","39460",0.0424703236391747,2003,2005,2003,1985,1,5,40,2,2,2,1,0.0134528309203705,999,"29820","NV",0,0,1,NA,NA,1
"2175",56930533,"College of Southern Nevada","NV","Education","29820","Western High School","IL","32","17999",-0.00853155598973746,2003,2005,2001,1983,1,5,40,2,2,2,1,0.0329693081187293,999,"29820","NV",0,0,0,NA,NA,1
"2176",57196521,"West Chester University of Pennsylvania","PA","Business","37980","Cardinal O'Hara High School","PA","42","37980",-0.0031825669543902,2001,2005,1999,1981,1,13,21,2,2,2,1,-0.0031825669543902,4,"37980","PA",1,1,1,2008,2008,0
"2177",57381968,"Chapman University","CA","empty","31080","Tigard High School","OR","06","38900",-0.00678156200081073,2001,2005,2001,1983,2,14,21,2,2,2,1,0.00286450896043495,2,"31080","CA",0,0,0,NA,NA,1
"2178",58300132,"University of Alabama Birmingham","AL","empty","13820","Mcadory High School","AL","01","13820",-0.00265750085599601,2003,2005,2003,1985,1,9,15,2,2,2,1,-0.00265750085599601,4,"28999","MS",0,0,1,NA,NA,0
"2179",59416218,"University of Southern Mississippi","MS","empty","25620","Harrison Central High School","MS","28","25060",-0.00552646374196693,2003,2005,2003,1985,1,11,15,2,2,2,1,0.00775379458894308,4,"47900","DE",0,0,1,NA,NA,1
"2180",59539786,"Emporia State University","KS","Business","20999","Chase County High School","NE","20","31999",-0.00244270104805644,2001,2005,2001,1983,1,11,21,2,2,2,2,-0.00358110996377831,4,"33100","FL",0,0,0,NA,NA,1
"2181",59631133,"Washington College","MD","Chemistry","24999","Francis T. Maloney High School","CT","24",NA,NA,2001,2005,2001,1983,2,10,31,2,2,2,-2,0.00434365886905824,3,"14460","MA",NA,0,0,NA,NA,NA
"2182",61226545,"University of Southern Mississippi","MS","empty","25620","Long Beach High School","NY","28","35620",-0.00764339347940724,2000,2005,2000,1982,1,11,15,2,2,2,1,0.00775379458894308,4,"25060","MS",0,0,0,NA,NA,1
"2183",62718892,"University of Mississippi","MS","Education","28999","Mantachie Attendance Center","MS","28","28999",0.00182024453485902,2002,2005,1999,1981,1,13,15,2,2,2,2,0.00182024453485902,4,"28999","MS",1,1,1,2006,2006,0
"2184",62801565,"Wichita State University","KS","Business","48620","Winfield High School","AL","20","01999",0.00834510147845421,2002,2005,2000,1982,1,9,16,2,2,2,1,0.00259761956072408,4,"48620","KS",0,0,0,NA,NA,1
"2185",63360201,"Western Nevada College","NV","empty","16180","Carson High School","NV","32","16180",0.00903053572771884,2003,2005,2001,1983,1,5,40,2,2,2,1,0.00903053572771884,999,"39900","NV",0,1,1,NA,2013,0
"2186",63534239,"Wichita State University","KS","empty","48620","South High School","OH","20","17460",-0.0324245983003766,2001,2005,2001,1983,1,9,16,2,2,2,1,0.00259761956072408,4,"48620","KS",0,0,0,NA,NA,1
"2187",63659067,"Christian Brothers University","TN","Business","32820","Newcastle High School","WY","47","56999",0.00447938180827262,2001,2005,2001,1983,2,13,22,2,2,2,1,-0.0236045949355199,3,"46999","SD",0,0,0,NA,NA,1
"2188",64698219,"University of Central Missouri","MO","Finance","29999","Shenandoah High School","OH","29","39999",-0.000180729645418228,2001,2005,2001,1983,1,11,21,2,2,2,2,0.00693649099090364,4,"28140","MO",0,0,0,NA,NA,1
"2189",65022348,"University of Mississippi","MS","empty","28999","Tishomingo County High School","MS","28","28999",0.00182024453485902,2003,2005,2001,1983,1,13,15,2,2,2,2,0.00182024453485902,4,"28999","MS",1,1,1,2007,2007,0
"2190",66488021,"University of Saint Joseph","CT","Business","25540","Haddam-Killingworth High School","CT","09",NA,NA,2003,2005,2003,1985,2,11,21,2,2,2,1,-0.0114281163718799,4,"14460","MA",NA,0,1,NA,NA,NA
"2191",67306718,"Park University","MO","empty","28140","Ankeny High School","IA","29","19780",-0.0011528836086738,2005,2005,2005,1987,2,5,21,2,2,2,1,-0.0051608053610474,4,"28140","KS",0,0,0,NA,NA,1
"2192",67370232,"South Dakota State University","SD","empty","46999","Tri-Valley High School","OH","46","39999",-0.000180729645418228,1999,2005,1999,1981,1,12,16,2,2,1,2,-0.0127849974622555,5,"43620","SD",0,0,0,NA,NA,1
"2193",67874798,"University of Maine Augusta","ME","Business","23999","Lee Academy","ME","23","12620",-0.0240822774841815,2004,2005,2000,1982,1,5,33,2,2,2,2,-0.0175186629271848,4,"23999","ME",0,1,1,NA,2006,1
"2194",69971206,"Southern New Hampshire University","NH","Business","33999","Buford High School","GA","33","12060",-0.00725720284414649,2005,2005,2005,1987,2,5,55,2,2,2,2,-0.00571618026240611,4,"12060","GA",1,1,0,2010,2010,1
