old_path,new_path,size,bucket,confidence,note
/p/BRAIN_DRAIN/Data/06/coef_data_semi.csv,/p/BRAIN_DRAIN/Data/results/coef_data_semi.csv,20999,results,medium,regression/figure-ready output
/p/BRAIN_DRAIN/Data/06/cohort_return_col_10.csv,/p/BRAIN_DRAIN/Data/intermediate/cohort_return_col_10.csv,1041,intermediate,medium,per-stage pipeline intermediate
/p/BRAIN_DRAIN/Data/06/cohort_return_hs_10.csv,/p/BRAIN_DRAIN/Data/intermediate/cohort_return_hs_10.csv,1053,intermediate,medium,per-stage pipeline intermediate
/p/BRAIN_DRAIN/Data/06/cohort_x_grad,/p/BRAIN_DRAIN/Data/intermediate/cohort_x_grad,958,intermediate,medium,per-stage pipeline intermediate
/p/BRAIN_DRAIN/Data/06/cohort_x_grad.csv,/p/BRAIN_DRAIN/Data/intermediate/cohort_x_grad.csv,95170,intermediate,medium,per-stage pipeline intermediate
/p/BRAIN_DRAIN/Data/06/CollegeMarketShares_state.csv,/p/BRAIN_DRAIN/Data/intermediate/CollegeMarketShares_state.csv,10207581,intermediate,medium,per-stage pipeline intermediate
/p/BRAIN_DRAIN/Data/06/diff_cbsa.csv,/p/BRAIN_DRAIN/Data/intermediate/diff_cbsa.csv,27572,intermediate,medium,per-stage pipeline intermediate
/p/BRAIN_DRAIN/Data/06/directed_2000_2005.csv,/p/BRAIN_DRAIN/Data/results/directed_2000_2005.csv,3798,results,medium,regression/figure-ready output
/p/BRAIN_DRAIN/Data/06/directed_2000_2010.csv,/p/BRAIN_DRAIN/Data/results/directed_2000_2010.csv,3818,results,medium,regression/figure-ready output
/p/BRAIN_DRAIN/Data/06/directed_2001_2006.csv,/p/BRAIN_DRAIN/Data/results/directed_2001_2006.csv,3798,results,medium,regression/figure-ready output
/p/BRAIN_DRAIN/Data/06/directed_2001_2011.csv,/p/BRAIN_DRAIN/Data/results/directed_2001_2011.csv,3831,results,medium,regression/figure-ready output
/p/BRAIN_DRAIN/Data/06/directed_2002_2007.csv,/p/BRAIN_DRAIN/Data/results/directed_2002_2007.csv,3807,results,medium,regression/figure-ready output
/p/BRAIN_DRAIN/Data/06/directed_2002_2012.csv,/p/BRAIN_DRAIN/Data/results/directed_2002_2012.csv,3834,results,medium,regression/figure-ready output
/p/BRAIN_DRAIN/Data/06/directed_2003_2008.csv,/p/BRAIN_DRAIN/Data/results/directed_2003_2008.csv,3817,results,medium,regression/figure-ready output
/p/BRAIN_DRAIN/Data/06/directed_2003_2013.csv,/p/BRAIN_DRAIN/Data/results/directed_2003_2013.csv,3817,results,medium,regression/figure-ready output
/p/BRAIN_DRAIN/Data/06/directed_2004_2009.csv,/p/BRAIN_DRAIN/Data/results/directed_2004_2009.csv,3821,results,medium,regression/figure-ready output
/p/BRAIN_DRAIN/Data/06/directed_2004_2014.csv,/p/BRAIN_DRAIN/Data/results/directed_2004_2014.csv,3846,results,medium,regression/figure-ready output
/p/BRAIN_DRAIN/Data/06/directed_2005_2010.csv,/p/BRAIN_DRAIN/Data/results/directed_2005_2010.csv,3817,results,medium,regression/figure-ready output
/p/BRAIN_DRAIN/Data/06/directed_2005_2015.csv,/p/BRAIN_DRAIN/Data/results/directed_2005_2015.csv,3834,results,medium,regression/figure-ready output
/p/BRAIN_DRAIN/Data/06/directed_2006_2011.csv,/p/BRAIN_DRAIN/Data/results/directed_2006_2011.csv,3840,results,medium,regression/figure-ready output
/p/BRAIN_DRAIN/Data/06/directed_2006_2016.csv,/p/BRAIN_DRAIN/Data/results/directed_2006_2016.csv,3827,results,medium,regression/figure-ready output
/p/BRAIN_DRAIN/Data/06/directed_2007_2012.csv,/p/BRAIN_DRAIN/Data/results/directed_2007_2012.csv,3835,results,medium,regression/figure-ready output
/p/BRAIN_DRAIN/Data/06/directed_2007_2017.csv,/p/BRAIN_DRAIN/Data/results/directed_2007_2017.csv,3829,results,medium,regression/figure-ready output
/p/BRAIN_DRAIN/Data/06/directed_2008_2013.csv,/p/BRAIN_DRAIN/Data/results/directed_2008_2013.csv,3816,results,medium,regression/figure-ready output
/p/BRAIN_DRAIN/Data/06/directed_2009_2014.csv,/p/BRAIN_DRAIN/Data/results/directed_2009_2014.csv,3825,results,medium,regression/figure-ready output
/p/BRAIN_DRAIN/Data/06/directed_2010_2015.csv,/p/BRAIN_DRAIN/Data/results/directed_2010_2015.csv,3824,results,medium,regression/figure-ready output
/p/BRAIN_DRAIN/Data/06/directed_2011_2016.csv,/p/BRAIN_DRAIN/Data/results/directed_2011_2016.csv,3848,results,medium,regression/figure-ready output
/p/BRAIN_DRAIN/Data/06/directed_2012_2017.csv,/p/BRAIN_DRAIN/Data/results/directed_2012_2017.csv,3833,results,medium,regression/figure-ready output
/p/BRAIN_DRAIN/Data/06/engineering_deg.csv,/p/BRAIN_DRAIN/Data/intermediate/engineering_deg.csv,301888,intermediate,medium,per-stage pipeline intermediate
/p/BRAIN_DRAIN/Data/06/group_semi_elasticities.csv,/p/BRAIN_DRAIN/Data/results/group_semi_elasticities.csv,14235,results,medium,regression/figure-ready output
/p/BRAIN_DRAIN/Data/06/institutional_characteristics.csv,/p/BRAIN_DRAIN/Data/intermediate/institutional_characteristics.csv,569517,intermediate,medium,per-stage pipeline intermediate
/p/BRAIN_DRAIN/Data/06/inst_names.csv,/p/BRAIN_DRAIN/Data/intermediate/inst_names.csv,609782,intermediate,medium,per-stage pipeline intermediate
/p/BRAIN_DRAIN/Data/06/intercensal.csv,/p/BRAIN_DRAIN/Data/intermediate/intercensal.csv,422700,intermediate,medium,per-stage pipeline intermediate
/p/BRAIN_DRAIN/Data/06/ipeds_finance_troubleshoot.xlsx,/p/BRAIN_DRAIN/Data/intermediate/ipeds_finance_troubleshoot.xlsx,54966,intermediate,high,a more extensive user modification of IPEDS finance data (confirmed by user)
/p/BRAIN_DRAIN/Data/06/local_differences.csv,/p/BRAIN_DRAIN/Data/intermediate/local_differences.csv,25514,intermediate,medium,per-stage pipeline intermediate
/p/BRAIN_DRAIN/Data/06/local_differences_unfilt.csv,/p/BRAIN_DRAIN/Data/intermediate/local_differences_unfilt.csv,49953,intermediate,medium,per-stage pipeline intermediate
/p/BRAIN_DRAIN/Data/06/microdata_sample.csv,/p/BRAIN_DRAIN/Data/intermediate/microdata_sample__06.csv,171259082,intermediate,COLLISION-RESOLVED,"merged/matched panel, model input || was a basename collision with 2 other file(s); disambiguated with a __06 stage suffix pending your review -- sizes differ substantially across the group, these are NOT simple duplicates"
/p/BRAIN_DRAIN/Data/06/mrc_table2.xlsx,/p/BRAIN_DRAIN/Data/raw/chetty_oi/mrc_table2.xlsx,1911371,raw/chetty_oi,high,Mobility Report Card table
/p/BRAIN_DRAIN/Data/06/net_cbsa.csv,/p/BRAIN_DRAIN/Data/intermediate/net_cbsa.csv,80344,intermediate,medium,per-stage pipeline intermediate
/p/BRAIN_DRAIN/Data/06/net_state.csv,/p/BRAIN_DRAIN/Data/intermediate/net_state.csv,10327,intermediate,medium,per-stage pipeline intermediate
/p/BRAIN_DRAIN/Data/06/occ1990dd_task_alm.zip.download/occ1990dd_task_alm.zip.sb-d6a9beb6-zML4WA/occ1990dd_task_alm/occ1990dd_task_alm.dta,(DELETE),5532,_review/junk,high,"OS/Office/download cruft, staged for deletion in Phase 7 -- not moved anywhere"
/p/BRAIN_DRAIN/Data/06/occ1990dd_task_alm.zip.download/occ1990dd_task_alm.zip.sb-d6a9beb6-zML4WA/occ1990dd_task_alm/README for occ1990dd_task_alm.dta.txt,(DELETE),258,_review/junk,high,"OS/Office/download cruft, staged for deletion in Phase 7 -- not moved anywhere"
/p/BRAIN_DRAIN/Data/06/occp_inst_group.csv,/p/BRAIN_DRAIN/Data/intermediate/occp_inst_group.csv,1344,intermediate,medium,per-stage pipeline intermediate
/p/BRAIN_DRAIN/Data/06/outsample_values,/p/BRAIN_DRAIN/Data/_review/needs_inspection/outsample_values,257,_review/needs_inspection,high,"extensionless file, content not yet verified"
/p/BRAIN_DRAIN/Data/06/recruitment.csv,/p/BRAIN_DRAIN/Data/intermediate/recruitment.csv,377787,intermediate,medium,per-stage pipeline intermediate
/p/BRAIN_DRAIN/Data/06/regression_data.csv,/p/BRAIN_DRAIN/Data/results/regression_data__06.csv,3047395669,results,COLLISION-RESOLVED,"regression/figure-ready output || was a basename collision with 1 other file(s); disambiguated with a __06 stage suffix pending your review -- sizes differ substantially across the group, these are NOT simple duplicates"
/p/BRAIN_DRAIN/Data/06/restrict_values,/p/BRAIN_DRAIN/Data/_review/needs_inspection/restrict_values,275,_review/needs_inspection,high,"extensionless file, content not yet verified"
/p/BRAIN_DRAIN/Data/06/sample_values.csv,/p/BRAIN_DRAIN/Data/intermediate/sample_values.csv,258,intermediate,medium,per-stage pipeline intermediate
/p/BRAIN_DRAIN/Data/06/tie_stocks.csv,/p/BRAIN_DRAIN/Data/intermediate/tie_stocks.csv,1271885,intermediate,medium,per-stage pipeline intermediate
/p/BRAIN_DRAIN/Data/06/total_deg.csv,/p/BRAIN_DRAIN/Data/intermediate/total_deg.csv,1319373,intermediate,medium,per-stage pipeline intermediate
/p/BRAIN_DRAIN/Data/06/~$AAU.xlsx,(DELETE),165,_review/junk,high,"OS/Office/download cruft, staged for deletion in Phase 7 -- not moved anywhere"
/p/BRAIN_DRAIN/Data/07/.DS_Store,(DELETE),6148,_review/junk,high,"OS/Office/download cruft, staged for deletion in Phase 7 -- not moved anywhere"
/p/BRAIN_DRAIN/Data/07/AAU.xlsx,/p/BRAIN_DRAIN/Data/raw/rankings_membership/AAU__07.xlsx,11414,raw/rankings_membership,COLLISION-RESOLVED,"AAU membership list || was a basename collision with 1 other file(s); disambiguated with a __07 stage suffix pending your review -- sizes differ substantially across the group, these are NOT simple duplicates"
/p/BRAIN_DRAIN/Data/07/ACSDT1Y2022.B15001-2024-02-23T180106.xlsx,/p/BRAIN_DRAIN/Data/raw/census_acs/ACSDT1Y2022.B15001-2024-02-23T180106.xlsx,24856,raw/census_acs,high,ACS Detailed Tables
/p/BRAIN_DRAIN/Data/07/col_users,/p/BRAIN_DRAIN/Data/raw/chetty_oi/col_users,1842351,raw/chetty_oi,high,"misleadingly named -- confirmed Chetty mobility data via header, not Revelio"
/p/BRAIN_DRAIN/Data/07/destination_cbsa.csv,/p/BRAIN_DRAIN/Data/intermediate/destination_cbsa.csv,2380899,intermediate,medium,per-stage pipeline intermediate
/p/BRAIN_DRAIN/Data/07/destination_state.csv,/p/BRAIN_DRAIN/Data/intermediate/destination_state.csv,983969,intermediate,medium,per-stage pipeline intermediate
/p/BRAIN_DRAIN/Data/07/education.xlsx,/p/BRAIN_DRAIN/Data/intermediate/education__07.xlsx,119763,intermediate,COLLISION-RESOLVED,"merged/matched panel, model input || was a basename collision with 1 other file(s); disambiguated with a __07 stage suffix pending your review -- sizes differ substantially across the group, these are NOT simple duplicates"
/p/BRAIN_DRAIN/Data/07/fraction.csv,/p/BRAIN_DRAIN/Data/intermediate/fraction.csv,44575,intermediate,medium,per-stage pipeline intermediate
/p/BRAIN_DRAIN/Data/07/hs_shock_year_cbsa.csv,/p/BRAIN_DRAIN/Data/intermediate/hs_shock_year_cbsa.csv,5614,intermediate,medium,per-stage pipeline intermediate
/p/BRAIN_DRAIN/Data/07/hs_shock_year_state.csv,/p/BRAIN_DRAIN/Data/intermediate/hs_shock_year_state.csv,5614,intermediate,medium,per-stage pipeline intermediate
/p/BRAIN_DRAIN/Data/07/instate_li.csv,/p/BRAIN_DRAIN/Data/intermediate/instate_li.csv,49249,intermediate,medium,per-stage pipeline intermediate
/p/BRAIN_DRAIN/Data/07/inst_levels.csv,/p/BRAIN_DRAIN/Data/intermediate/inst_levels.csv,329,intermediate,medium,per-stage pipeline intermediate
/p/BRAIN_DRAIN/Data/07/Latin-Modern-Roman/GUST e-foundry License.txt,(DELETE),1399,_review/junk,high,"OS/Office/download cruft, staged for deletion in Phase 7 -- not moved anywhere"
/p/BRAIN_DRAIN/Data/07/Latin-Modern-Roman/lmroman10-bold.otf,(DELETE),107780,_review/junk,high,"OS/Office/download cruft, staged for deletion in Phase 7 -- not moved anywhere"
/p/BRAIN_DRAIN/Data/07/Latin-Modern-Roman/lmroman10-bolditalic.otf,(DELETE),114140,_review/junk,high,"OS/Office/download cruft, staged for deletion in Phase 7 -- not moved anywhere"
/p/BRAIN_DRAIN/Data/07/Latin-Modern-Roman/lmroman10-italic.otf,(DELETE),115244,_review/junk,high,"OS/Office/download cruft, staged for deletion in Phase 7 -- not moved anywhere"
/p/BRAIN_DRAIN/Data/07/Latin-Modern-Roman/lmroman10-regular.otf,(DELETE),107188,_review/junk,high,"OS/Office/download cruft, staged for deletion in Phase 7 -- not moved anywhere"
/p/BRAIN_DRAIN/Data/07/Latin-Modern-Roman/lmromancaps10-oblique.otf,(DELETE),112444,_review/junk,high,"OS/Office/download cruft, staged for deletion in Phase 7 -- not moved anywhere"
/p/BRAIN_DRAIN/Data/07/Latin-Modern-Roman/lmromancaps10-regular.otf,(DELETE),103948,_review/junk,high,"OS/Office/download cruft, staged for deletion in Phase 7 -- not moved anywhere"
/p/BRAIN_DRAIN/Data/07/Latin-Modern-Roman/lmromandemi10-oblique.otf,(DELETE),114524,_review/junk,high,"OS/Office/download cruft, staged for deletion in Phase 7 -- not moved anywhere"
/p/BRAIN_DRAIN/Data/07/Latin-Modern-Roman/lmromandemi10-regular.otf,(DELETE),107820,_review/junk,high,"OS/Office/download cruft, staged for deletion in Phase 7 -- not moved anywhere"
/p/BRAIN_DRAIN/Data/07/Latin-Modern-Roman/lmromandunh10-oblique.otf,(DELETE),118228,_review/junk,high,"OS/Office/download cruft, staged for deletion in Phase 7 -- not moved anywhere"
/p/BRAIN_DRAIN/Data/07/Latin-Modern-Roman/lmromandunh10-regular.otf,(DELETE),109328,_review/junk,high,"OS/Office/download cruft, staged for deletion in Phase 7 -- not moved anywhere"
/p/BRAIN_DRAIN/Data/07/Latin-Modern-Roman/lmromanslant10-bold.otf,(DELETE),113756,_review/junk,high,"OS/Office/download cruft, staged for deletion in Phase 7 -- not moved anywhere"
/p/BRAIN_DRAIN/Data/07/Latin-Modern-Roman/lmromanslant10-regular.otf,(DELETE),115648,_review/junk,high,"OS/Office/download cruft, staged for deletion in Phase 7 -- not moved anywhere"
/p/BRAIN_DRAIN/Data/07/local_ties_cbsa.csv,/p/BRAIN_DRAIN/Data/intermediate/local_ties_cbsa.csv,51189,intermediate,medium,per-stage pipeline intermediate
/p/BRAIN_DRAIN/Data/07/local_ties_state.csv,/p/BRAIN_DRAIN/Data/intermediate/local_ties_state.csv,6527,intermediate,medium,per-stage pipeline intermediate
/p/BRAIN_DRAIN/Data/07/no_prestige_soc.csv,/p/BRAIN_DRAIN/Data/intermediate/no_prestige_soc.csv,818,intermediate,medium,per-stage pipeline intermediate
/p/BRAIN_DRAIN/Data/07/numerator.csv,/p/BRAIN_DRAIN/Data/intermediate/numerator.csv,582523,intermediate,medium,per-stage pipeline intermediate
/p/BRAIN_DRAIN/Data/07/OccupationalPrestigeRatings.csv,/p/BRAIN_DRAIN/Data/raw/bls/OccupationalPrestigeRatings.csv,270539,raw/bls,medium,occupational prestige scale (raw source table)
/p/BRAIN_DRAIN/Data/07/pf.xlsx,/p/BRAIN_DRAIN/Data/raw/other/pf.xlsx,13638,raw/other,high,"user-created list of public flagship institutions -- a manually authored reference input, not a script-derived intermediate (confirmed by user)"
/p/BRAIN_DRAIN/Data/07/raw_microdata.csv,/p/BRAIN_DRAIN/Data/raw/revelio/raw_microdata__07.csv,2308154293,raw/revelio,COLLISION-RESOLVED,"Revelio raw microdata sample || was a basename collision with 1 other file(s); disambiguated with a __07 stage suffix pending your review -- sizes differ substantially across the group, these are NOT simple duplicates"
/p/BRAIN_DRAIN/Data/07/return_by_year.csv,/p/BRAIN_DRAIN/Data/intermediate/return_by_year.csv,41560,intermediate,medium,per-stage pipeline intermediate
/p/BRAIN_DRAIN/Data/07/return_levels_cbsa.csv,/p/BRAIN_DRAIN/Data/intermediate/return_levels_cbsa.csv,363,intermediate,medium,per-stage pipeline intermediate
/p/BRAIN_DRAIN/Data/07/return_levels_state.csv,/p/BRAIN_DRAIN/Data/intermediate/return_levels_state.csv,291,intermediate,medium,per-stage pipeline intermediate
/p/BRAIN_DRAIN/Data/07/soc_2010_to_2018_crosswalk.xlsx,/p/BRAIN_DRAIN/Data/raw/bls/soc_2010_to_2018_crosswalk.xlsx,46630,raw/bls,high,BLS SOC classification crosswalk
/p/BRAIN_DRAIN/Data/07/soc_ba.csv,/p/BRAIN_DRAIN/Data/intermediate/soc_ba.csv,189227,intermediate,medium,per-stage pipeline intermediate
/p/BRAIN_DRAIN/Data/07/soc_li_distribution.csv,/p/BRAIN_DRAIN/Data/intermediate/soc_li_distribution.csv,15368,intermediate,medium,per-stage pipeline intermediate
/p/BRAIN_DRAIN/Data/07/soc_merge.csv,/p/BRAIN_DRAIN/Data/intermediate/soc_merge.csv,189227,intermediate,medium,per-stage pipeline intermediate
/p/BRAIN_DRAIN/Data/07/State_of_Residence_By_Place_of_Birth_Table_2022_T13.xlsx,/p/BRAIN_DRAIN/Data/raw/census_acs/State_of_Residence_By_Place_of_Birth_Table_2022_T13.xlsx,76441,raw/census_acs,high,ACS nativity/migration table
/p/BRAIN_DRAIN/Data/07/tabn318.10.xlsx,/p/BRAIN_DRAIN/Data/raw/nces/tabn318.10.xlsx,17609,raw/nces,high,NCES Digest of Education Statistics table
/p/BRAIN_DRAIN/Data/07/~$pf.xlsx,(DELETE),165,_review/junk,high,"OS/Office/download cruft, staged for deletion in Phase 7 -- not moved anywhere"
/p/BRAIN_DRAIN/Data/actual_cohort.csv,/p/BRAIN_DRAIN/Data/results/actual_cohort.csv,135298,results,medium,regression/figure-ready output
/p/BRAIN_DRAIN/Data/all_binary.csv,/p/BRAIN_DRAIN/Data/results/all_binary.csv,15684,results,medium,regression/figure-ready output
/p/BRAIN_DRAIN/Data/all_binary.xlsx,/p/BRAIN_DRAIN/Data/results/all_binary.xlsx,34051,results,medium,regression/figure-ready output
/p/BRAIN_DRAIN/Data/all_binary_cbsa.csv,/p/BRAIN_DRAIN/Data/_review/needs_inspection/all_binary_cbsa.csv,0,_review/needs_inspection,high,zero-byte file
/p/BRAIN_DRAIN/Data/all_binary_cbsa.xlsx,/p/BRAIN_DRAIN/Data/_review/needs_inspection/all_binary_cbsa.xlsx,0,_review/needs_inspection,high,zero-byte file
/p/BRAIN_DRAIN/Data/barrons01.pdf,/p/BRAIN_DRAIN/Data/_review/needs_inspection/barrons01.pdf,0,_review/needs_inspection,high,zero-byte file
/p/BRAIN_DRAIN/Data/barrons_mod_endowment.xlsx,/p/BRAIN_DRAIN/Data/_review/needs_inspection/barrons_mod_endowment.xlsx,0,_review/needs_inspection,high,zero-byte file
/p/BRAIN_DRAIN/Data/barrons_raw.xlsx,/p/BRAIN_DRAIN/Data/_review/needs_inspection/barrons_raw.xlsx,0,_review/needs_inspection,high,zero-byte file
/p/BRAIN_DRAIN/Data/be_sch.csv,/p/BRAIN_DRAIN/Data/intermediate/be_sch.csv,64459,intermediate,high,"user-created alias/crosswalk for academic subunits, supplementing raw Revelio data (confirmed by user)"
/p/BRAIN_DRAIN/Data/be_sch_full.csv,/p/BRAIN_DRAIN/Data/intermediate/be_sch_full.csv,103142,intermediate,high,"user-created alias/crosswalk for academic subunits, supplementing raw Revelio data (confirmed by user)"
/p/BRAIN_DRAIN/Data/be_sch_grad.csv,/p/BRAIN_DRAIN/Data/intermediate/be_sch_grad.csv,46947,intermediate,high,"user-created alias/crosswalk for academic subunits, supplementing raw Revelio data (confirmed by user)"
/p/BRAIN_DRAIN/Data/both_final.rds,/p/BRAIN_DRAIN/Data/intermediate/both_final.rds,124896206,intermediate,high,"merged/matched panel, model input"
/p/BRAIN_DRAIN/Data/both_orig.rds,/p/BRAIN_DRAIN/Data/intermediate/both_orig.rds,90543244,intermediate,high,"merged/matched panel, model input"
/p/BRAIN_DRAIN/Data/cbsa_2020.csv,/p/BRAIN_DRAIN/Data/raw/census_geo/cbsa_2020.csv,245365,raw/census_geo,high,Census/OMB geography crosswalk
/p/BRAIN_DRAIN/Data/cc.rds,/p/BRAIN_DRAIN/Data/intermediate/cc.rds,284967,intermediate,high,entity-resolution / name-matching pipeline output
/p/BRAIN_DRAIN/Data/cc_alias.csv,/p/BRAIN_DRAIN/Data/intermediate/cc_alias.csv,948689,intermediate,high,entity-resolution / name-matching pipeline output
/p/BRAIN_DRAIN/Data/cc_alias.rds,/p/BRAIN_DRAIN/Data/intermediate/cc_alias.rds,238698,intermediate,high,entity-resolution / name-matching pipeline output
/p/BRAIN_DRAIN/Data/cc_rsid_crosswalk.rds,/p/BRAIN_DRAIN/Data/intermediate/cc_rsid_crosswalk.rds,94508,intermediate,high,entity-resolution / name-matching pipeline output
/p/BRAIN_DRAIN/Data/cc_strings.csv,/p/BRAIN_DRAIN/Data/intermediate/cc_strings.csv,257529,intermediate,high,entity-resolution / name-matching pipeline output
/p/BRAIN_DRAIN/Data/cc_strings.rds,/p/BRAIN_DRAIN/Data/intermediate/cc_strings.rds,75647,intermediate,high,entity-resolution / name-matching pipeline output
/p/BRAIN_DRAIN/Data/chetty_closed_colleges.csv,/p/BRAIN_DRAIN/Data/_review/needs_inspection/chetty_closed_colleges.csv,0,_review/needs_inspection,high,zero-byte file
/p/BRAIN_DRAIN/Data/chetty_college_inc_dist.xlsx,/p/BRAIN_DRAIN/Data/raw/chetty_oi/chetty_college_inc_dist.xlsx,2157147,raw/chetty_oi,high,Opportunity Insights / Chetty mobility data
/p/BRAIN_DRAIN/Data/classification_sample_1.csv,/p/BRAIN_DRAIN/Data/intermediate/classification_sample_1.csv,12542,intermediate,high,entity-resolution / name-matching pipeline output
/p/BRAIN_DRAIN/Data/colleges.rds,/p/BRAIN_DRAIN/Data/intermediate/colleges.rds,323383,intermediate,high,"merged/matched panel, model input"
/p/BRAIN_DRAIN/Data/colleges_ipeds_completions-2digcip_2000.csv,/p/BRAIN_DRAIN/Data/raw/ipeds/colleges_ipeds_completions-2digcip_2000.csv,65965912,raw/ipeds,high,IPEDS survey component export
/p/BRAIN_DRAIN/Data/colleges_ipeds_completions-2digcip_2010.csv,/p/BRAIN_DRAIN/Data/raw/ipeds/colleges_ipeds_completions-2digcip_2010.csv,127106321,raw/ipeds,high,IPEDS survey component export
/p/BRAIN_DRAIN/Data/colleges_ipeds_completions-2digcip_2020.csv,/p/BRAIN_DRAIN/Data/raw/ipeds/colleges_ipeds_completions-2digcip_2020.csv,132219568,raw/ipeds,high,IPEDS survey component export
/p/BRAIN_DRAIN/Data/colleges_ipeds_directory.csv,/p/BRAIN_DRAIN/Data/raw/ipeds/colleges_ipeds_directory.csv,114956178,raw/ipeds,high,IPEDS survey component export
/p/BRAIN_DRAIN/Data/colleges_ipeds_fall-res.csv,/p/BRAIN_DRAIN/Data/raw/ipeds/colleges_ipeds_fall-res.csv,69505558,raw/ipeds,high,IPEDS survey component export
/p/BRAIN_DRAIN/Data/colleges_ipeds_grad-rates.csv,/p/BRAIN_DRAIN/Data/raw/ipeds/colleges_ipeds_grad-rates.csv,469490722,raw/ipeds,high,IPEDS survey component export
/p/BRAIN_DRAIN/Data/col_alias.csv,/p/BRAIN_DRAIN/Data/intermediate/col_alias.csv,1874599,intermediate,high,entity-resolution / name-matching pipeline output
/p/BRAIN_DRAIN/Data/col_alias.rds,/p/BRAIN_DRAIN/Data/intermediate/col_alias.rds,348495,intermediate,high,entity-resolution / name-matching pipeline output
/p/BRAIN_DRAIN/Data/col_alias_resp.rds,/p/BRAIN_DRAIN/Data/intermediate/col_alias_resp.rds,156432643,intermediate,high,entity-resolution / name-matching pipeline output
/p/BRAIN_DRAIN/Data/col_ct.csv,/p/BRAIN_DRAIN/Data/intermediate/col_ct.csv,734635,intermediate,high,entity-resolution / name-matching pipeline output
/p/BRAIN_DRAIN/Data/col_ct.rds,/p/BRAIN_DRAIN/Data/intermediate/col_ct.rds,271062,intermediate,high,entity-resolution / name-matching pipeline output
/p/BRAIN_DRAIN/Data/col_embed.rds,/p/BRAIN_DRAIN/Data/intermediate/col_embed.rds,121128,intermediate,high,entity-resolution / name-matching pipeline output
/p/BRAIN_DRAIN/Data/col_gt.csv,/p/BRAIN_DRAIN/Data/intermediate/col_gt.csv,20526,intermediate,high,entity-resolution / name-matching pipeline output
/p/BRAIN_DRAIN/Data/col_rsid_crosswalk.rds,/p/BRAIN_DRAIN/Data/intermediate/col_rsid_crosswalk.rds,174849,intermediate,high,entity-resolution / name-matching pipeline output
/p/BRAIN_DRAIN/Data/col_shock.csv,/p/BRAIN_DRAIN/Data/intermediate/col_shock.csv,135297,intermediate,medium,per-stage pipeline intermediate
/p/BRAIN_DRAIN/Data/col_strings.csv,/p/BRAIN_DRAIN/Data/intermediate/col_strings.csv,604944,intermediate,high,entity-resolution / name-matching pipeline output
/p/BRAIN_DRAIN/Data/col_strings.rds,/p/BRAIN_DRAIN/Data/intermediate/col_strings.rds,164166,intermediate,high,entity-resolution / name-matching pipeline output
/p/BRAIN_DRAIN/Data/col_users.csv,/p/BRAIN_DRAIN/Data/_review/needs_inspection/col_users.csv,0,_review/needs_inspection,high,zero-byte file
/p/BRAIN_DRAIN/Data/col_users.xlsx,/p/BRAIN_DRAIN/Data/_review/needs_inspection/col_users.xlsx,0,_review/needs_inspection,high,zero-byte file
/p/BRAIN_DRAIN/Data/col_wo_rsid.csv,/p/BRAIN_DRAIN/Data/intermediate/col_wo_rsid.csv,43117,intermediate,high,entity-resolution / name-matching pipeline output
/p/BRAIN_DRAIN/Data/dupe_match_rsid.csv,/p/BRAIN_DRAIN/Data/intermediate/dupe_match_rsid.csv,174712,intermediate,high,entity-resolution / name-matching pipeline output
/p/BRAIN_DRAIN/Data/education.xlsx,/p/BRAIN_DRAIN/Data/intermediate/education__top.xlsx,119908,intermediate,COLLISION-RESOLVED,"merged/matched panel, model input || was a basename collision with 1 other file(s); disambiguated with a __top stage suffix pending your review -- sizes differ substantially across the group, these are NOT simple duplicates"
/p/BRAIN_DRAIN/Data/EducationDataPortal_08.18.2024_datadictionary.csv,/p/BRAIN_DRAIN/Data/raw/urban_institute/EducationDataPortal_08.18.2024_datadictionary.csv,1261,raw/urban_institute,high,Urban Institute Ed Data Portal
/p/BRAIN_DRAIN/Data/education_0000_part_00.csv,/p/BRAIN_DRAIN/Data/_review/needs_inspection/education_0000_part_00.csv,0,_review/needs_inspection,high,zero-byte file
/p/BRAIN_DRAIN/Data/education_cleaned.csv,/p/BRAIN_DRAIN/Data/_review/needs_inspection/education_cleaned.csv,0,_review/needs_inspection,high,zero-byte file
/p/BRAIN_DRAIN/Data/ed_funding.xlsx,/p/BRAIN_DRAIN/Data/_review/needs_inspection/ed_funding.xlsx,0,_review/needs_inspection,high,zero-byte file
/p/BRAIN_DRAIN/Data/ed_wide.rds,/p/BRAIN_DRAIN/Data/intermediate/ed_wide.rds,121029697,intermediate,high,"merged/matched panel, model input"
/p/BRAIN_DRAIN/Data/ELSI_csv_export_6390435784786712152626.csv,/p/BRAIN_DRAIN/Data/raw/nces/ELSI_csv_export_6390435784786712152626.csv,15111154,raw/nces,high,NCES ELSI export
/p/BRAIN_DRAIN/Data/ELSI_csv_export_639044261135902865330.csv,/p/BRAIN_DRAIN/Data/raw/nces/ELSI_csv_export_639044261135902865330.csv,2617101,raw/nces,high,NCES ELSI export
/p/BRAIN_DRAIN/Data/ELSI_csv_export_6390455368533882136542.csv,/p/BRAIN_DRAIN/Data/raw/nces/ELSI_csv_export_6390455368533882136542.csv,18653457,raw/nces,high,NCES ELSI export
